0.9518,5.6899,19.331,34.0447,17.6829
1.269,5.6899,19.331,34.0447,18.2927
0.9518,5.6899,19.331,35.061,17.378
0.9518,5.6899,19.331,35.061,18.9024
1.269,5.5121,19.331,36.5854,18.2927
0.9518,5.6899,19.331,33.5366,18.2927
0.9518,5.6899,19.331,33.0285,16.7683
1.5863,6.2233,19.331,34.0447,16.7683
0.9518,5.8677,19.331,33.5366,17.0732
1.269,5.8677,19.331,35.5691,17.0732
0.9518,5.5121,19.331,36.0772,16.4634
0.9518,5.6899,19.331,31.5041,15.8537
1.269,5.5121,19.331,29.9797,11.5854
1.269,5.5121,19.331,24.8984,12.1951
0.9518,5.5121,19.331,23.8821,13.1098
1.269,5.5121,19.331,23.374,13.4146
1.269,5.5121,19.331,20.8333,12.1951
1.269,5.5121,19.331,20.8333,10.9756
0.9518,5.3343,19.331,20.8333,10.6707
0.9518,5.5121,19.331,19.3089,11.2805
1.269,5.5121,19.331,21.8496,10.061
0.9518,5.5121,5.6473,18.8008,10.061
1.269,5.5121,1.9548,24.3902,12.5
0.9518,5.5121,19.331,24.3902,12.8049
1.269,5.3343,13.901,23.374,12.1951
1.269,5.5121,0.4344,22.8659,12.5
0.9518,5.5121,0.4344,22.8659,11.8902
1.269,5.5121,0.4344,24.8984,12.8049
0.9518,5.5121,0.4344,25.4065,12.1951
0.9518,5.6899,0.4344,24.3902,12.1951
1.269,5.6899,0.4344,15.2439,9.1463
0.9518,5.3343,0.4344,13.7195,8.8415
0.6345,5.5121,0.4344,15.752,8.2317
0.9518,5.5121,0.2172,16.7683,8.5366
0.3173,5.5121,0.4344,17.7846,9.7561
0.6345,5.5121,0.4344,20.8333,10.061
0.3173,5.6899,0.4344,23.374,10.3659
0.6345,6.0455,0.4344,28.4553,10.6707
0.6345,6.0455,0.4344,27.439,11.2805
3.4898,6.5789,0.8688,26.9309,11.8902
3.8071,6.7568,0.6516,28.4553,11.8902
4.4416,7.1124,0.6516,26.9309,11.8902
3.8071,7.1124,0.6516,28.9634,11.5854
3.8071,8.1792,0.6516,29.4715,11.8902
4.1244,8.7127,0.6516,33.5366,12.1951
3.8071,9.2461,0.4344,35.061,11.8902
0.9518,9.0683,0.6516,39.126,13.7195
0.6345,9.4239,0.6516,39.6341,14.0244
0.6345,9.7795,0.6516,33.5366,15.8537
2.5381,9.9573,0.6516,30.9959,14.939
2.2208,9.9573,0.4344,28.4553,13.7195
0.6345,9.9573,0.6516,23.8821,12.1951
0.3173,9.2461,0.6516,20.3252,11.2805
0.6345,8.8905,0.6516,22.3577,10.6707
0.3173,8.357,0.8688,23.8821,12.1951
0.6345,8.0014,0.8688,19.8171,12.8049
0.3173,7.2902,1.086,16.2602,12.5
1.269,7.1124,0.8688,17.7846,12.1951
4.1244,7.2902,0.8688,18.8008,11.2805
3.8071,7.1124,0.8688,18.2927,10.3659
4.1244,6.9346,0.8688,18.8008,10.3659
3.8071,6.9346,0.8688,18.2927,11.2805
2.8553,6.5789,0.8688,18.2927,10.9756
0.9518,6.7568,0.6516,22.3577,12.1951
0.6345,6.5789,0.8688,21.8496,11.2805
0.3173,6.5789,0.8688,22.3577,12.1951
0.6345,6.5789,0.8688,22.3577,12.5
0.6345,6.4011,0.8688,21.8496,11.8902
0.9518,6.5789,0.6516,21.8496,11.2805
1.269,6.7568,0.8688,26.9309,10.9756
4.7589,6.5789,0.8688,33.5366,15.2439
4.4416,6.5789,0.8688,37.0935,15.2439
4.4416,6.5789,0.8688,35.061,17.378
4.4416,6.4011,0.8688,36.5854,18.5976
4.7589,6.5789,1.086,36.5854,18.9024
1.9036,6.5789,1.3032,39.126,19.2073
1.269,6.5789,1.5204,41.1585,19.8171
0.9518,6.4011,1.5204,48.2724,19.2073
0.9518,6.5789,1.086,51.3211,19.2073
0.9518,6.4011,1.086,52.3374,19.5122
0.9518,6.9346,1.086,47.2561,21.0366
0.9518,7.2902,1.086,48.7805,21.0366
1.5863,7.1124,1.086,47.7642,20.7317
4.4416,7.1124,1.086,49.2886,21.6463
4.7589,7.1124,1.086,49.2886,20.7317
4.4416,6.7568,1.086,45.7317,20.4268
4.4416,6.5789,1.086,46.748,21.3415
4.7589,6.4011,1.086,43.6992,21.3415
4.7589,6.5789,0.6516,43.6992,21.0366
3.4898,6.4011,0.6516,41.6667,19.8171
1.269,6.2233,0.4344,41.6667,21.0366
2.5381,6.5789,0.4344,38.6179,20.4268
4.4416,6.0455,0.6516,35.5691,18.2927
3.1726,5.6899,0.6516,35.061,17.378
